HGNC_ID	Approved_symbol	Approved_name	RefSeq_IDs	UniProt_ID	Ensembl_ID
HGNC:13141	ZNF71	zinc finger protein 71	NM_021216	Q9NQZ8	ENSG00000197951
HGNC:13142	ZNF72P	zinc finger protein 72, pseudogene			ENSG00000184624
HGNC:13143	ZNF73P	zinc finger protein 73, pseudogene	NG_053100		
HGNC:13144	ZNF74	zinc finger protein 74	NM_003426	Q16587	ENSG00000185252
HGNC:13146	ZNF75A	zinc finger protein 75a	NM_153028	Q96N20	ENSG00000162086
HGNC:13147	ZNF75BP	zinc finger protein 75B, pseudogene			ENSG00000258212
HGNC:13148	ZNF75CP	zinc finger protein 75C, pseudogene		Q92670	
HGNC:13145	ZNF75D	zinc finger protein 75D	NM_007131	P51815	ENSG00000186376
HGNC:13149	ZNF76	zinc finger protein 76	NM_003427	P36508	ENSG00000065029
HGNC:13150	ZNF77	zinc finger protein 77	NM_021217	Q15935	ENSG00000175691
HGNC:13153	ZNF79	zinc finger protein 79	NM_007135	Q15937	ENSG00000196152
HGNC:13155	ZNF80	zinc finger protein 80	NM_007136	P51504	ENSG00000174255
HGNC:13156	ZNF81	zinc finger protein 81	NM_007137	P51508	ENSG00000197779
HGNC:13158	ZNF83	zinc finger protein 83	NM_018300	P51522	ENSG00000167766
HGNC:13159	ZNF84	zinc finger protein 84	NM_003428	P51523	ENSG00000198040
HGNC:53355	ZNF84-DT	ZNF84 divergent transcript	NR_110091		ENSG00000246394
HGNC:13160	ZNF85	zinc finger protein 85	NM_003429	Q03923	ENSG00000105750
HGNC:13165	ZNF90	zinc finger protein 90	NM_007138	Q03938	ENSG00000213988
HGNC:12888	ZNF90P1	zinc finger protein 90 pseudogene 1	NG_009580		ENSG00000241738
HGNC:21687	ZNF90P2	zinc finger protein 90 pseudogene 2	NG_025795		ENSG00000233366
HGNC:39882	ZNF90P3	zinc finger protein 90 pseudogene 3			ENSG00000233782
HGNC:13166	ZNF91	zinc finger protein 91	NM_003430	Q05481	ENSG00000167232
HGNC:13168	ZNF92	zinc finger protein 92	NM_152626	Q03936	ENSG00000146757
HGNC:39553	ZNF92P1Y	zinc finger protein 92 pseudogene 1, Y-linked	NG_024760		ENSG00000215603
HGNC:39554	ZNF92P2	zinc finger protein 92 pseudogene 2	NG_024170		ENSG00000269505
HGNC:13169	ZNF93	zinc finger protein 93	NM_031218	P35789	ENSG00000184635
HGNC:13174	ZNF98	zinc finger protein 98	NM_001098626	A6NK75	ENSG00000197360
HGNC:13175	ZNF99	zinc finger protein 99	NM_001080409	A8MXY4	ENSG00000213973
HGNC:12880	ZNF100	zinc finger protein 100	NM_173531	Q8IYN0	ENSG00000197020
HGNC:12881	ZNF101	zinc finger protein 101	NM_033204	Q8IZC7	ENSG00000181896
HGNC:44940	ZNF101P1	zinc finger protein 101 pseudogene 1	NG_025421		ENSG00000237746
HGNC:44942	ZNF101P2	zinc finger protein 101 pseudogene 2	NG_022749		ENSG00000234473
HGNC:12886	ZNF106	zinc finger protein 106	NM_022473	Q9H2Y7	ENSG00000103994
HGNC:12887	ZNF107	zinc finger protein 107	NM_016220	Q9UII5	ENSG00000196247
HGNC:12892	ZNF112	zinc finger protein 112	NM_013380	Q9UJU3	ENSG00000062370
HGNC:12894	ZNF114	zinc finger protein 114	NM_153608	Q8NC26	ENSG00000178150
HGNC:53930	ZNF114-AS1	ZNF114 antisense RNA 1			ENSG00000268186
HGNC:23771	ZNF114P1	zinc finger protein 114 pseudogene 1			ENSG00000234538
HGNC:12897	ZNF117	zinc finger protein 117	NM_024498	Q03924	ENSG00000152926
HGNC:12904	ZNF121	zinc finger protein 121	NM_001008727	P58317	ENSG00000197961
HGNC:12906	ZNF123P	zinc finger protein 123, pseudogene	NG_008436		ENSG00000255259
HGNC:12907	ZNF124	zinc finger protein 124	NM_003431	Q15973	ENSG00000196418
HGNC:12915	ZNF131	zinc finger protein 131	NM_003432	P52739	ENSG00000172262
HGNC:12916	ZNF132	zinc finger protein 132	NM_003433	P52740	ENSG00000131849
HGNC:12917	ZNF133	zinc finger protein 133	NM_003434	P52736	ENSG00000125846
HGNC:40618	ZNF133-AS1	ZNF133 antisense RNA 1			
HGNC:12918	ZNF134	zinc finger protein 134	NM_003435	P52741	ENSG00000213762
HGNC:12919	ZNF135	zinc finger protein 135	NM_003436	P52742	ENSG00000176293
HGNC:12920	ZNF136	zinc finger protein 136	NM_003437	P52737	ENSG00000196646
HGNC:12921	ZNF137P	zinc finger protein 137, pseudogene	NR_023311	P52743	ENSG00000123870
HGNC:12922	ZNF138	zinc finger protein 138	NM_006524	P52744	ENSG00000197008
HGNC:12925	ZNF140	zinc finger protein 140	NM_003440	P52738	ENSG00000196387
HGNC:12926	ZNF141	zinc finger protein 141	NM_003441	Q15928	ENSG00000131127
HGNC:12927	ZNF142	zinc finger protein 142	NM_005081	P52746	ENSG00000115568
HGNC:12928	ZNF143	zinc finger protein 143	NM_003442	P52747	ENSG00000166478
HGNC:12931	ZNF146	zinc finger protein 146	NM_007145	Q15072	ENSG00000167635
HGNC:12933	ZNF148	zinc finger protein 148	NM_021964	Q9UQR1	ENSG00000163848
HGNC:12939	ZNF154	zinc finger protein 154		Q13106	ENSG00000179909
HGNC:12940	ZNF155	zinc finger protein 155	NM_003445	Q12901	ENSG00000204920
HGNC:12942	ZNF157	zinc finger protein 157	NM_003446	P51786	ENSG00000147117
HGNC:12948	ZNF160	zinc finger protein 160	NM_033288	Q9HCG1	ENSG00000170949
HGNC:12953	ZNF165	zinc finger protein 165	NM_003447	P49910	ENSG00000197279
HGNC:12957	ZNF169	zinc finger protein 169	NM_194320	Q14929	ENSG00000175787
HGNC:12963	ZNF174	zinc finger protein 174	NM_003450	Q15697	ENSG00000103343
HGNC:12964	ZNF175	zinc finger protein 175	NM_007147	Q9Y473	ENSG00000105497
HGNC:12966	ZNF177	zinc finger protein 177	NM_003451	Q13360	ENSG00000188629
HGNC:12970	ZNF180	zinc finger protein 180	NM_013256	Q9UJW8	ENSG00000167384
HGNC:12971	ZNF181	zinc finger protein 181	NM_001029997	Q2M3W8	ENSG00000197841
HGNC:13001	ZNF182	zinc finger protein 182	NM_006962	P17025	ENSG00000147118
HGNC:12975	ZNF184	zinc finger protein 184	NM_007149	Q99676	ENSG00000096654
HGNC:12976	ZNF185	zinc finger protein 185 with LIM domain	NM_007150	O15231	ENSG00000147394
HGNC:12980	ZNF189	zinc finger protein 189	NM_003452	O75820	ENSG00000136870
HGNC:18777	ZNF192P1	zinc finger protein 192 pseudogene 1			ENSG00000226314
HGNC:42862	ZNF192P2	zinc finger protein 192 pseudogene 2			ENSG00000218016
HGNC:12986	ZNF195	zinc finger protein 195		O14628	ENSG00000005801
HGNC:12988	ZNF197	zinc finger protein 197	NM_006991	O14709	ENSG00000186448
HGNC:40620	ZNF197-AS1	ZNF197 antisense RNA 1			ENSG00000233509
HGNC:12993	ZNF200	zinc finger protein 200		P98182	ENSG00000010539
HGNC:12994	ZNF202	zinc finger protein 202	NM_003455	O95125	ENSG00000166261
HGNC:12995	ZNF204P	zinc finger protein 204, pseudogene			ENSG00000204789
HGNC:12996	ZNF205	zinc finger protein 205	NM_003456	O95201	ENSG00000122386
HGNC:28586	ZNF205-AS1	ZNF205 antisense RNA 1	NR_024166		
HGNC:12998	ZNF207	zinc finger protein 207		O43670	ENSG00000010244
HGNC:12999	ZNF208	zinc finger protein 208	NM_007153	O43345	ENSG00000160321
HGNC:13000	ZNF209P	zinc finger protein 209, pseudogene	NG_021760		ENSG00000269138
HGNC:13003	ZNF211	zinc finger protein 211		Q13398	ENSG00000121417
HGNC:13004	ZNF212	zinc finger protein 212	NM_012256	Q9UDV6	ENSG00000170260
HGNC:13005	ZNF213	zinc finger protein 213	NM_004220	O14771	ENSG00000085644
HGNC:50505	ZNF213-AS1	ZNF213 antisense RNA 1 (head to head)			ENSG00000263072
HGNC:13006	ZNF214	zinc finger protein 214		Q9UL59	ENSG00000149050
HGNC:13007	ZNF215	zinc finger protein 215		Q9UL58	ENSG00000149054
HGNC:13009	ZNF217	zinc finger protein 217	NM_006526	O75362	ENSG00000171940
HGNC:13011	ZNF219	zinc finger protein 219		Q9P2Y4	ENSG00000165804
HGNC:13014	ZNF221	zinc finger protein 221		Q9UK13	ENSG00000159905
HGNC:13015	ZNF222	zinc finger protein 222		Q9UK12	ENSG00000159885
HGNC:13016	ZNF223	zinc finger protein 223		Q9UK11	ENSG00000178386
HGNC:13017	ZNF224	zinc finger protein 224	NM_013398	Q9NZL3	ENSG00000267680
HGNC:13018	ZNF225	zinc finger protein 225		Q9UK10	ENSG00000256294
HGNC:13019	ZNF226	zinc finger protein 226		Q9NYT6	ENSG00000167380
HGNC:13020	ZNF227	zinc finger protein 227	NM_182490	Q86WZ6	ENSG00000131115
HGNC:13022	ZNF229	zinc finger protein 229	NM_014518	Q9UJW7	ENSG00000278318
HGNC:13024	ZNF230	zinc finger protein 230		Q9UIE0	ENSG00000159882
HGNC:13026	ZNF232	zinc finger protein 232	NM_014519	Q9UNY5	ENSG00000167840
HGNC:40623	ZNF232-AS1	ZNF232 antisense RNA 1	NR_135657		
HGNC:30946	ZNF233	zinc finger protein 233	NM_181756	A6NK53	ENSG00000159915
HGNC:13027	ZNF234	zinc finger protein 234		Q14588	ENSG00000263002
HGNC:12866	ZNF235	zinc finger protein 235		Q14590	ENSG00000159917
HGNC:13028	ZNF236	zinc finger protein 236		Q9UL36	ENSG00000130856
HGNC:53779	ZNF236-DT	ZNF236 divergent transcript	NR_040024		ENSG00000264278
HGNC:13031	ZNF239	zinc finger protein 239		Q16600	ENSG00000196793
HGNC:13041	ZNF248	zinc finger protein 248	NM_021045	Q8NDW4	ENSG00000198105
HGNC:13044	ZNF250	zinc finger protein 250	NM_021061	P15622	ENSG00000196150
HGNC:13045	ZNF251	zinc finger protein 251	NM_138367	Q9BRH9	ENSG00000198169
HGNC:13046	ZNF252P	zinc finger protein 252, pseudogene	NR_023392		ENSG00000196922
HGNC:27821	ZNF252P-AS1	ZNF252P antisense RNA 1	NR_026974	Q0IIN9	ENSG00000255559
HGNC:13497	ZNF253	zinc finger protein 253	NM_021047	O75346	ENSG00000256771
HGNC:13047	ZNF254	zinc finger protein 254	NM_004876	O75437	ENSG00000213096
HGNC:13049	ZNF256	zinc finger protein 256		Q9Y2P7	ENSG00000152454
HGNC:13498	ZNF257	zinc finger protein 257		Q9Y2Q1	ENSG00000197134
HGNC:13052	ZNF259P1	zinc finger protein 259 pseudogene 1	NG_009460		ENSG00000219565
HGNC:13499	ZNF260	zinc finger protein 260	NM_001012756	Q3ZCT1	ENSG00000254004
HGNC:13056	ZNF263	zinc finger protein 263		O14978	ENSG00000006194
HGNC:13057	ZNF264	zinc finger protein 264		O43296	ENSG00000083844
HGNC:13059	ZNF266	zinc finger protein 266		Q14584	ENSG00000174652
HGNC:13060	ZNF267	zinc finger protein 267	NM_003414	Q14586	ENSG00000185947
HGNC:13061	ZNF268	zinc finger protein 268	NM_152943	Q14587	ENSG00000090612
HGNC:13065	ZNF271P	zinc finger protein 271, pseudogene	NR_024565		ENSG00000257267
HGNC:13067	ZNF273	zinc finger protein 273		Q14593	ENSG00000198039
HGNC:13068	ZNF274	zinc finger protein 274	NM_133502	Q96GC6	ENSG00000171606
HGNC:13069	ZNF275	zinc finger protein 275	NM_001080485	Q9NSD4	ENSG00000063587
HGNC:23330	ZNF276	zinc finger protein 276	NM_152287	Q8N554	ENSG00000158805
HGNC:13070	ZNF277	zinc finger protein 277	NM_021994	Q9NRM2	ENSG00000198839
HGNC:18597	ZNF280A	zinc finger protein 280A	NM_080740	P59817	ENSG00000169548
HGNC:23022	ZNF280B	zinc finger protein 280B	NM_080764	Q86YH2	ENSG00000275004
HGNC:25955	ZNF280C	zinc finger protein 280C	NM_017666	Q8ND82	ENSG00000056277
HGNC:25953	ZNF280D	zinc finger protein 280D	NM_001288588	Q6N043	ENSG00000137871
HGNC:13075	ZNF281	zinc finger protein 281	NM_012482	Q9Y2X9	ENSG00000162702
HGNC:13076	ZNF282	zinc finger protein 282	NM_003575	Q9UDV7	ENSG00000170265
HGNC:13077	ZNF283	zinc finger protein 283	NM_181845	Q8N7M2	ENSG00000167637
HGNC:13078	ZNF284	zinc finger protein 284	NM_001037813	Q2VY69	ENSG00000186026
HGNC:13079	ZNF285	zinc finger protein 285	NM_152354	Q96NJ3	ENSG00000267508
HGNC:33262	ZNF285B	zinc finger protein 285B (pseudogene)	XR_016906		ENSG00000176761
HGNC:13501	ZNF286A	zinc finger protein 286A	NM_020652	Q9HBT8	ENSG00000187607
HGNC:33241	ZNF286B	zinc finger protein 286B (pseudogene)	NM_001145045	P0CG31	ENSG00000249459
HGNC:13502	ZNF287	zinc finger protein 287		Q9HBT7	ENSG00000141040
HGNC:18410	ZNF292	zinc finger protein 292	NM_015021	O60281	ENSG00000188994
HGNC:23130	ZNF295-AS1	ZNF295 antisense RNA 1	NR_027273	Q8N0V1	ENSG00000237232
HGNC:15981	ZNF296	zinc finger protein 296	NM_145288	Q8WUU4	ENSG00000170684
HGNC:13088	ZNF299P	zinc finger protein 299, pseudogene			ENSG00000219368
HGNC:13091	ZNF300	zinc finger protein 300	NM_052860	Q96RE9	ENSG00000145908
HGNC:27032	ZNF300P1	zinc finger protein 300 pseudogene 1	NR_026867		ENSG00000197083
HGNC:13848	ZNF302	zinc finger protein 302		Q9NR11	ENSG00000089335
HGNC:13505	ZNF304	zinc finger protein 304		Q9HCX3	ENSG00000131845
HGNC:13847	ZNF311	zinc finger protein 311	NM_001010877	Q5JNZ3	ENSG00000197935
HGNC:13843	ZNF316	zinc finger protein 316	NM_001278559	A6NFI3	ENSG00000205903
HGNC:13507	ZNF317	zinc finger protein 317	NM_020933	Q96PQ6	ENSG00000130803
HGNC:31062	ZNF317P1	zinc finger protein 317 pseudogene 1	NG_022426		ENSG00000253781
HGNC:13578	ZNF318	zinc finger protein 318	NM_014345	Q5VUA4	ENSG00000171467
HGNC:13644	ZNF319	zinc finger protein 319		Q9P2F9	ENSG00000166188
HGNC:13842	ZNF320	zinc finger protein 320	NM_207333	A2RRD8	ENSG00000182986
HGNC:13827	ZNF321P	zinc finger protein 321, pseudogene	NR_037805	Q8N8H1	ENSG00000213801
HGNC:23640	ZNF322	zinc finger protein 322	NM_024639	Q6U7Q0	ENSG00000181315
HGNC:14003	ZNF322P1	zinc finger protein 322 pseudogene 1	NM_199005		ENSG00000188801
HGNC:14096	ZNF324	zinc finger protein 324	NM_014347	O75467	ENSG00000083812
HGNC:33107	ZNF324B	zinc finger protein 324B	NM_207395	Q6AW86	ENSG00000249471
HGNC:14104	ZNF326	zinc finger protein 326	NM_181781	Q5BKZ1	ENSG00000162664
HGNC:14209	ZNF329	zinc finger protein 329	NM_024620	Q86UD4	ENSG00000181894
HGNC:15462	ZNF330	zinc finger protein 330	NM_014487	Q9Y3S2	ENSG00000109445
HGNC:15489	ZNF331	zinc finger protein 331	NM_018555	Q9NQX6	ENSG00000130844
HGNC:15624	ZNF333	zinc finger protein 333	NM_032433	Q96JL9	ENSG00000160961
HGNC:15806	ZNF334	zinc finger protein 334		Q9HCZ1	ENSG00000198185
HGNC:15807	ZNF335	zinc finger protein 335	NM_022095	Q9H4Z2	ENSG00000198026
HGNC:15809	ZNF337	zinc finger protein 337		Q9Y3M9	ENSG00000130684
HGNC:40759	ZNF337-AS1	ZNF337 antisense RNA 1			ENSG00000213742
HGNC:15992	ZNF341	zinc finger protein 341		Q9BYN7	ENSG00000131061
HGNC:50736	ZNF341-AS1	ZNF341 antisense RNA 1			ENSG00000230753
HGNC:16017	ZNF343	zinc finger protein 343	NM_024325	Q6P1L6	ENSG00000088876
HGNC:16367	ZNF345	zinc finger protein 345		Q14585	ENSG00000251247
HGNC:16403	ZNF346	zinc finger protein 346	NM_012279	Q9UL40	ENSG00000113761
HGNC:41423	ZNF346-IT1	ZNF346 intronic transcript 1			ENSG00000251666
HGNC:16447	ZNF347	zinc finger protein 347	NM_032584	Q96SE7	ENSG00000197937
HGNC:16656	ZNF350	zinc finger protein 350	NM_021632	Q9GZX5	ENSG00000256683
HGNC:48598	ZNF350-AS1	ZNF350 antisense RNA 1			ENSG00000269235
HGNC:11628	ZNF354A	zinc finger protein 354A	NM_005649	O60765	ENSG00000169131
HGNC:17197	ZNF354B	zinc finger protein 354B	NM_058230	Q96LW1	ENSG00000178338
HGNC:16736	ZNF354C	zinc finger protein 354C		Q86Y25	ENSG00000177932
HGNC:17218	ZNF355P	zinc finger protein 355, pseudogene		Q9NSJ1	ENSG00000168122
HGNC:16838	ZNF358	zinc finger protein 358		Q9NW07	ENSG00000198816
HGNC:18079	ZNF362	zinc finger protein 362	NM_152493	Q5T0B9	ENSG00000160094
HGNC:18194	ZNF365	zinc finger protein 365	NM_014951	Q70YC4, Q70YC5	ENSG00000138311
HGNC:18316	ZNF366	zinc finger protein 366		Q8N895	ENSG00000178175
HGNC:18320	ZNF367	zinc finger protein 367		Q7RTV3	ENSG00000165244
HGNC:17409	ZNF382	zinc finger protein 382	NM_032825	Q96SR6	ENSG00000161298
HGNC:18609	ZNF383	zinc finger protein 383	NM_152604	Q8NA42	ENSG00000188283
HGNC:11955	ZNF384	zinc finger protein 384		Q8TF68	ENSG00000126746
HGNC:17521	ZNF385A	zinc finger protein 385A	NM_015481	Q96PM9	ENSG00000161642
HGNC:26332	ZNF385B	zinc finger protein 385B	NM_152520	Q569K4	ENSG00000144331
HGNC:33722	ZNF385C	zinc finger protein 385C	NM_001013624	Q66K41	ENSG00000187595
HGNC:26191	ZNF385D	zinc finger protein 385D	NM_024697	Q9H6B1	ENSG00000151789
HGNC:41136	ZNF385D-AS1	ZNF385D antisense RNA 1			ENSG00000225542
HGNC:42420	ZNF385D-AS2	ZNF385D antisense RNA 2			ENSG00000223351
HGNC:18779	ZNF391	zinc finger protein 391	NM_001076781	Q9UJN7	ENSG00000124613
HGNC:18832	ZNF394	zinc finger protein 394	NM_032164	Q53GI3	ENSG00000160908
HGNC:18737	ZNF395	zinc finger protein 395		Q9H8N7	ENSG00000186918
HGNC:18824	ZNF396	zinc finger protein 396	NM_145756	Q96N95	ENSG00000186496
HGNC:18818	ZNF397	zinc finger protein 397	NM_032347	Q8NF99	ENSG00000186812
HGNC:18373	ZNF398	zinc finger protein 398		Q8TD17	ENSG00000197024
HGNC:19292	ZNF402P	zinc finger protein 402, pseudogene			ENSG00000220248
HGNC:19417	ZNF404	zinc finger protein 404	NM_001033719	Q494X3	ENSG00000176222
HGNC:19904	ZNF407	zinc finger protein 407	NM_017757	Q9C0G0	ENSG00000215421
HGNC:20041	ZNF408	zinc finger protein 408	NM_024741	Q9H9D4	ENSG00000175213
HGNC:20144	ZNF410	zinc finger protein 410	NM_021188	Q86VK4	ENSG00000119725
HGNC:20630	ZNF414	zinc finger protein 414	NM_032370	Q96IQ9	ENSG00000133250
HGNC:20636	ZNF415	zinc finger protein 415	NM_018355	Q09FC8	ENSG00000170954
HGNC:49869	ZNF415P1	zinc finger protein 415 pseudogene 1			ENSG00000266127
HGNC:20645	ZNF416	zinc finger protein 416	NM_017879	Q9BWM5	ENSG00000083817
HGNC:20646	ZNF417	zinc finger protein 417	NM_152475	Q8TAU3	ENSG00000173480
HGNC:20647	ZNF418	zinc finger protein 418	NM_133460	Q8TF45	ENSG00000196724
HGNC:20648	ZNF419	zinc finger protein 419	NM_024691	Q96HQ0	ENSG00000105136
HGNC:20649	ZNF420	zinc finger protein 420	NM_144689	Q8TAQ5	ENSG00000197050
HGNC:16762	ZNF423	zinc finger protein 423	NM_015069	Q2M1K9	ENSG00000102935
HGNC:20690	ZNF425	zinc finger protein 425	NM_001001661	Q6IV72	ENSG00000204947
HGNC:20725	ZNF426	zinc finger protein 426	NM_024106	Q9BUY5	ENSG00000130818
HGNC:53777	ZNF426-DT	ZNF426 divergent transcript	NR_134920		ENSG00000278611
HGNC:20804	ZNF428	zinc finger protein 428	NM_182498	Q96B54	ENSG00000131116
HGNC:20817	ZNF429	zinc finger protein 429	NM_001001415	Q86V71	ENSG00000197013
HGNC:20808	ZNF430	zinc finger protein 430	NM_025189	Q9H8G1	ENSG00000118620
HGNC:20809	ZNF431	zinc finger protein 431	NM_133473	Q8TF32	ENSG00000196705
HGNC:20810	ZNF432	zinc finger protein 432	NM_014650	O94892	ENSG00000256087
HGNC:20811	ZNF433	zinc finger protein 433	NM_152602	Q8N7K0	ENSG00000197647
HGNC:53776	ZNF433-AS1	ZNF433 and ZNF878 antisense RNA 1	NR_134927		ENSG00000219665
HGNC:20814	ZNF436	zinc finger protein 436	NM_030634	Q9C0F3	ENSG00000125945
HGNC:25122	ZNF436-AS1	ZNF436 antisense RNA 1	NR_033691	Q8NC38	ENSG00000249087
HGNC:21029	ZNF438	zinc finger protein 438	NM_182755	Q7Z4V0	ENSG00000183621
HGNC:20873	ZNF439	zinc finger protein 439		Q8NDP4	ENSG00000171291
HGNC:20874	ZNF440	zinc finger protein 440	NM_152357	Q8IYI8	ENSG00000171295
HGNC:20875	ZNF441	zinc finger protein 441	NM_152355	Q8N8Z8	ENSG00000197044
HGNC:20877	ZNF442	zinc finger protein 442	NM_030824	Q9H7R0	ENSG00000198342
HGNC:20878	ZNF443	zinc finger protein 443	NM_005815	Q9Y2A4	ENSG00000180855
HGNC:16052	ZNF444	zinc finger protein 444	NM_018337	Q8N0Y2	ENSG00000167685
HGNC:35157	ZNF444P1	zinc finger protein 444 pseudogene 1	NG_025387		ENSG00000259738
HGNC:21018	ZNF445	zinc finger protein 445	NM_181489	P59923	ENSG00000185219
HGNC:21036	ZNF446	zinc finger protein 446	NM_017908	Q9NWS9	ENSG00000083838
HGNC:21039	ZNF449	zinc finger protein 449	NM_152695	Q6P9G9	ENSG00000173275
HGNC:21091	ZNF451	zinc finger protein 451	NM_015555	Q9Y4E5	ENSG00000112200
HGNC:53824	ZNF451-AS1	ZNF451 regulatory antisense RNA 1	NR_110742		ENSG00000226803
HGNC:21200	ZNF454	zinc finger protein 454	NM_001178089	Q8N9F8	ENSG00000178187
HGNC:21628	ZNF460	zinc finger protein 460	NM_006635	Q14592	ENSG00000197714
HGNC:53774	ZNF460-AS1	ZNF460 antisense RNA 1	NR_136528		ENSG00000267871
HGNC:21629	ZNF461	zinc finger protein 461	NM_153257	Q8TAF7	ENSG00000197808
HGNC:21684	ZNF462	zinc finger protein 462	NM_021224	Q96JM2	ENSG00000148143
HGNC:23154	ZNF467	zinc finger protein 467	NM_207336	Q7Z7K2	ENSG00000181444
HGNC:33105	ZNF468	zinc finger protein 468	NM_001008801	Q5VIY5	ENSG00000204604
HGNC:23216	ZNF469	zinc finger protein 469	NG_012236	Q96JG9	ENSG00000225614
HGNC:22220	ZNF470	zinc finger protein 470	NM_001001668	Q6ECI4	ENSG00000197016
HGNC:23226	ZNF471	zinc finger protein 471	NM_020813	Q9BX82	ENSG00000196263
HGNC:23239	ZNF473	zinc finger protein 473	NM_001308424	Q8WTR7	ENSG00000142528
HGNC:23245	ZNF474	zinc finger protein 474	NM_207317	Q6S9Z5	ENSG00000164185
HGNC:41019	ZNF474-AS1	ZNF474 antisense RNA 1			
HGNC:23258	ZNF479	zinc finger protein 479	NM_033273	Q96JC4	ENSG00000185177
HGNC:23305	ZNF480	zinc finger protein 480	NM_144684	Q8WV37	ENSG00000198464
HGNC:23384	ZNF483	zinc finger protein 483	NM_133464	Q8TF39	ENSG00000173258
HGNC:23385	ZNF484	zinc finger protein 484	NM_031486	Q5JVG2	ENSG00000127081
HGNC:23440	ZNF485	zinc finger protein 485	NM_145312	Q8NCK3	ENSG00000198298
HGNC:20807	ZNF486	zinc finger protein 486	NM_052852	Q96H40	ENSG00000256229
HGNC:23488	ZNF487	zinc finger protein 487	NM_001355444.1	B1APH4	ENSG00000243660
HGNC:23535	ZNF488	zinc finger protein 488	NM_153034	Q96MN9	ENSG00000265763
HGNC:23705	ZNF490	zinc finger protein 490	NM_020714	Q9ULM2	ENSG00000188033
HGNC:23706	ZNF491	zinc finger protein 491	NM_152356	Q8N8L2	ENSG00000177599
HGNC:23707	ZNF492	zinc finger protein 492	NM_020855	Q9P255	ENSG00000229676
HGNC:23708	ZNF493	zinc finger protein 493	NM_175910	Q6ZR52	ENSG00000196268
HGNC:23713	ZNF496	zinc finger protein 496	NM_032752	Q96IT1	ENSG00000162714
HGNC:23714	ZNF497	zinc finger protein 497	NM_198458	Q6ZNH5	ENSG00000174586
HGNC:23716	ZNF500	zinc finger protein 500	NM_021646	O60304	ENSG00000103199
HGNC:23717	ZNF501	zinc finger protein 501	NM_145044	Q96CX3	ENSG00000186446
HGNC:23718	ZNF502	zinc finger protein 502	NM_033210	Q8TBZ5	ENSG00000196653
HGNC:23589	ZNF503	zinc finger protein 503	NM_032772	Q96F45	ENSG00000165655
HGNC:27370	ZNF503-AS1	ZNF503 antisense RNA 1	NR_038223		ENSG00000226051
HGNC:23525	ZNF503-AS2	ZNF503 antisense RNA 2	NR_024422	A6NEH8	ENSG00000237149
HGNC:23780	ZNF506	zinc finger protein 506	NM_001099269	Q5JVG8	ENSG00000081665
HGNC:23783	ZNF507	zinc finger protein 507	NM_014910	Q8TCN5	ENSG00000168813
HGNC:29161	ZNF510	zinc finger protein 510	NM_014930	Q9Y2H8	ENSG00000081386
HGNC:28445	ZNF511	zinc finger protein 511	NM_145806	Q8NB15	ENSG00000198546
HGNC:38088	ZNF511-PRAP1	ZNF511-PRAP1 readthrough			ENSG00000283496
HGNC:29380	ZNF512	zinc finger protein 512	NM_032434	Q96ME7	ENSG00000243943
HGNC:29212	ZNF512B	zinc finger protein 512B	NM_020713	Q96KM6	ENSG00000196700
HGNC:26498	ZNF513	zinc finger protein 513	NM_144631	Q8N8E2	ENSG00000163795
HGNC:25894	ZNF514	zinc finger protein 514	NM_032788	Q96K75	ENSG00000144026
HGNC:28990	ZNF516	zinc finger protein 516	NM_014643	Q92618	ENSG00000101493
HGNC:51248	ZNF516-DT	ZNF516 divergent transcript	NR_164145	Q6ZTR6	ENSG00000275763
HGNC:27984	ZNF517	zinc finger protein 517	NM_213605	Q6ZMY9	ENSG00000197363
HGNC:29009	ZNF518A	zinc finger protein 518A	NM_014803	Q6AHZ1	ENSG00000177853
HGNC:29365	ZNF518B	zinc finger protein 518B	NM_053042	Q9C0D4	ENSG00000178163
HGNC:30574	ZNF519	zinc finger protein 519	NM_145287	Q8TB69	ENSG00000175322
HGNC:50785	ZNF519P1	zinc finger protein 519 pseudogene 1			ENSG00000232950
HGNC:50786	ZNF519P2	zinc finger protein 519 pseudogene 2			ENSG00000258799
HGNC:50787	ZNF519P3	zinc finger protein 519 pseudogene 3			ENSG00000258585
HGNC:50788	ZNF519P4	zinc finger protein 519 pseudogene 4			ENSG00000249025
HGNC:24605	ZNF521	zinc finger protein 521	NM_015461	Q96K83	ENSG00000198795
HGNC:28322	ZNF524	zinc finger protein 524	NM_153219	Q96C55	ENSG00000171443
HGNC:29423	ZNF525	zinc finger protein 525	NM_001348156	Q8N782	ENSG00000203326
HGNC:29415	ZNF526	zinc finger protein 526	NM_133444	Q8TF50	ENSG00000167625
HGNC:29385	ZNF527	zinc finger protein 527	NM_032453	Q8NB42	ENSG00000189164
HGNC:29384	ZNF528	zinc finger protein 528	NM_032423	Q3MIS6	ENSG00000167555
HGNC:51305	ZNF528-AS1	ZNF528 antisense RNA 1	NR_125345		ENSG00000269834
